custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688301_1208424724_glm4_dewrap_join_chunk_0006,688301,奕瑞科技,1208424724,6,12,results/glm4_dewrap_join_pilot50_20260705/chunks/688301_1208424724_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7300,6818,3999,3999,12,3999,216,217,公司已开发多款口腔CBCT平板和线阵探测器，掌握动态X线探测器低剂量高信噪比、高帧率扫描、低迟滞和持续视频流稳定性相关技术。2019年公司动态数字化X线探测器销售842台，报告期年复合增长率268.5%，在国内厂家中领先。公司掌握TFT SENSOR、读出芯片、碘化铯蒸镀封装、图像校正等核心能力，主营收入全部源自核心技术产品销售；拥有17项集成电路布图设计登记证书，并实现非晶硅、IGZO、CMOS、柔性基板等传感器技术研发或量产。,108,76,76,0,6,17,12,18,17,6,23,0.3026315789473684,3,-20,2.539473684210526,
688301_1208424724_glm4_dewrap_join_chunk_0007,688301,奕瑞科技,1208424724,7,12,results/glm4_dewrap_join_pilot50_20260705/chunks/688301_1208424724_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7227,6827,3995,3995,12,3995,319,320,公司已完成柔性探测器技术储备、产品开发和产线建设，并承接国家科技部重点研发计划及上海市儿童X线数字影像、高端C型臂氧化物动态平板探测器等项目。公司掌握数字化X线探测器关键技术自主知识产权和核心技术链，截至2019年末研发人员过百人，本科及以上占比超90%、硕士及以上超50%。公司通过EN ISO13485:2016、MDSAP等体系认证，多项产品获NMPA、FDA、CE及NRTL认证，并与柯尼卡、锐珂、富士、西门子、飞利浦、安科锐、上海联影、万东医疗等客户建立合作。报告期内公司国内细分市场排名第一，销售数量由0.58万台增至1.13万台，营业收入由3.68亿元增至5.46亿元，2018年全球医疗及宠物医疗探测器市场份额位列国内第一。,160,83,83,0,4,24,13,18,18,6,24,0.2891566265060241,4,-20,2.4819277108433737,
688301_1208424724_glm4_dewrap_join_chunk_0008,688301,奕瑞科技,1208424724,8,12,results/glm4_dewrap_join_pilot50_20260705/chunks/688301_1208424724_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6352,5737,3864,3864,12,3864,317,317,"公司主要量产医疗静态探测器，2019年动态数字化X线探测器销售842台，报告期年复合增长率268.5%，普放有线和无线系列收入占主营业务收入38.59%和52.91%。公司掌握五类核心技术，是少数同时掌握非晶硅、IGZO、CMOS和柔性基板四大传感器技术并具备量产能力的企业之一，主要产品关键性能参数总体优于公开竞品且具价格优势。截至招股书签署日，公司拥有184项专利、其中发明专利71项；截至2019年末研发人员157人、占员工34.06%，研发费用8,798.47万元、占收入16.11%。2019年公司产能12,500台、产量12,464台，销量11,335台；前五大客户销售收入24,595.41万元，占营业收入45.04%。",159,95,95,0,7,12,13,20,30,13,43,0.45263157894736844,4,-39,2.9789473684210526,
688301_1208424724_glm4_dewrap_join_chunk_0009,688301,奕瑞科技,1208424724,9,12,results/glm4_dewrap_join_pilot50_20260705/chunks/688301_1208424724_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6623,6039,3955,3955,12,3955,308,308,"公司报告期内主要原材料为TFT模组、结构件、闪烁体和线缆，2019年采购金额分别为17,143.35万元、5,342.01万元、1,636.39万元和1,310.96万元，定制品采购占比64.12%。公司前五大供应商2019年采购额14,037.00万元，占原材料采购总额46.88%，不存在向单一供应商采购比例超过50%或严重依赖少数供应商的情况。公司已掌握5大类、12小类核心技术并应用于已销售产品，均为自主研发取得，其中双栅驱动面板设计、大面阵高灵敏度面板设计和制备、自动曝光探测等技术达到领先水平。截至签署日，公司拥有多项科研荣誉，参与5项行业标准制定或修订，并推进静态、动态、线阵、新型材料等多类研发项目。",154,86,86,0,5,10,15,21,27,8,35,0.4069767441860465,4,-31,2.9186046511627906,
688301_1208424724_glm4_dewrap_join_chunk_0010,688301,奕瑞科技,1208424724,10,12,results/glm4_dewrap_join_pilot50_20260705/chunks/688301_1208424724_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6068,5369,3805,3805,12,3805,283,283,"公司通过绩效评价、年终奖金、加薪、专利发明奖、双通道晋升及员工持股平台等机制激励研发人员，并将人才招揽、培养和创新支持作为技术创新安排。公司技术储备均为自主研发取得，包括大面积拼接CMOS传感器、有机传感器、柔性探测器、内置AEC、下一代静态和动态探测器研发平台、线阵探测器研发平台及X光医学影像算法平台等。报告期末公司固定资产原值13,550.77万元、净值9,390.24万元，成新率69.30%，主要为生产设备。截至签署日，公司拥有23项商标和184项专利，重要专利覆盖X射线图像探测装置、同步方法、闪烁体封装、残影补偿校正、自动曝光控制、图像校正等核心环节。",142,80,80,0,6,15,18,20,17,4,21,0.2625,4,-17,2.4875,
688301_1208424724_glm4_dewrap_join_chunk_0011,688301,奕瑞科技,1208424724,11,12,results/glm4_dewrap_join_pilot50_20260705/chunks/688301_1208424724_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6444,5602,3919,3919,12,3919,249,249,"发行人拥有多项平板X射线探测器相关自主研发专利，涵盖曝光控制、图像残影降低、偏置模板校正、暗场伪影识别校正、自动触发曝光、FPGA图像校正及饱和带伪影抑制等技术。公司拥有33,572.73平方米土地使用权、16项软件著作权和17项集成电路布图设计登记证书，软件及布图设计集中于平板探测器、图像传感器、嵌入式软件和开发工具。公司取得1项医疗器械生产许可证、10项国内医疗器械注册证、5项美国FDA注册证书、2项欧盟CE认证、10项无线电发射设备型号核准证书、3项辐射安全许可证和2项高新技术企业证书。",125,96,96,0,12,5,12,21,43,3,46,0.4791666666666667,3,-43,2.90625,
688301_1208424724_glm4_dewrap_join_chunk_0012,688301,奕瑞科技,1208424724,12,12,results/glm4_dewrap_join_pilot50_20260705/chunks/688301_1208424724_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,3758,3576,2025,2025,12,2025,301,301,"发行人及奕瑞太仓取得3项质量管理体系认证，并确认生产经营所需资质、认证取得合法合规。报告期内发行人对美国销售收入分别为8,022.47万元、11,812.78万元和11,015.70万元，占营业收入22.55%、26.88%和20.17%；加征关税对2018年、2019年利润总额影响分别为751.18万元和382.88万元，占比分别约11%和4%。发行人通过韩国子公司量产供货、与客户协商共担关税等措施应对贸易摩擦，截至签署日相关产品适用美国关税税率仍为25%。报告期内发行人报告2起可疑医疗器械不良事件，均在正式使用前发现且未造成人员伤害，不存在医疗器械再评价或召回情形，质量管理体系符合相关规范。",151,38,38,0,2,7,5,11,10,3,13,0.34210526315789475,4,-9,2.763157894736842,
688595_1208465054_glm4_dewrap_join_chunk_0001,688595,芯海科技,1208465054,1,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6656,6104,3958,3958,16,3958,241,241,芯海科技为Fabless全信号链芯片设计企业，核心技术为高精度ADC和高可靠性MCU，产品应用于智慧健康、压力触控、智慧家居感知、工业测量和通用微控制器等领域。公司ADC产品最小可测量信号42nV、最大线性误差不超过10ppm、最大增益温漂小于3ppm；2008年开发自主8位MCU内核，2010年推出首颗8位通用MCU芯片。报告期内主营业务收入由2017年1.64亿元增至2019年2.56亿元，2020年1-3月智慧健康芯片收入占69.32%，ADC/AFE收入占50.62%。,121,73,73,0,8,14,16,18,13,4,17,0.2328767123287671,3,-14,2.356164383561644,
688595_1208465054_glm4_dewrap_join_chunk_0002,688595,芯海科技,1208465054,2,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7377,7007,3963,3963,16,3963,230,230,芯海科技采用Fabless模式，从事集成电路研发、设计和销售，晶圆制造、封装测试委外完成；销售包括直销和买断式经销，采购主要面向晶圆代工、封装和测试服务。公司2008年已开发自主知识产权8位MCU内核及仿真器、烧录器、汇编和C语言编译器等平台，是国内少数同时拥有自主MCU内核和C编译器的企业。公司2007年推出24位高精度ADC芯片CS1242，有效位数21位；2016年量产智慧健康一站式芯片方案，2018年量产全球首款电阻式微压力应变压力触控SoC芯片。,115,77,77,0,10,27,16,15,7,2,9,0.11688311688311688,3,-6,1.844155844155844,
688595_1208465054_glm4_dewrap_join_chunk_0003,688595,芯海科技,1208465054,3,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7136,6602,3985,3985,16,3985,221,221,芯海科技核心技术为高精度ADC和高可靠性MCU，智慧健康、压力触控、智慧家居感知和工业测量芯片属于数模混合电路，通用微控制器芯片属于数字电路。公司ADC、SoC产品及方案已用于体重体脂秤、智能手表手环、人体成分分析仪、电子体温、红外测温等十几项高精度智能产品，预计2021年可覆盖芯片市场规模约45亿元。其电阻式微压力应变压力触控SoC芯片集成高精度AFE和可编程算法模块，以单芯片实现微伏级信号变化检测，可用于金属、陶瓷、玻璃等面板和边框。,111,86,86,0,11,43,13,11,7,1,8,0.09302325581395349,3,-5,1.569767441860465,
688595_1208465054_glm4_dewrap_join_chunk_0004,688595,芯海科技,1208465054,4,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7419,6875,3969,3969,16,3969,229,231,芯海科技2016年起研发32位MCU，2018年推出ARM内核32位MCU CS32G020，并率先通过USB IF协会PD3.0充放电双向认证。公司自主研发24位高精度ADC芯片CS1232，有效位数23.5位，处于国内领先、国际先进水平，应用于人体成分分析、温湿度测量、电表计量、医疗检测、压力触控等领域。截至报告期末，公司拥有6项核心技术、195项专利、134项软件著作权和27项集成电路布图设计，2020年3月末研发人员135人，占员工总数62.79%。,115,82,82,0,8,24,14,16,15,5,20,0.24390243902439024,3,-17,2.2560975609756095,
688595_1208465054_glm4_dewrap_join_chunk_0005,688595,芯海科技,1208465054,5,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6798,6349,3989,3989,16,3989,265,267,2019年发行人营业收入2.58亿元、归母净利润4280.23万元、毛利率44.80%，规模低于多数可比上市公司，但在高精度ADC和压力触控芯片领域处于国内领先水平。截至2020年3月末，发行人拥有195项专利，其中发明专利111项，并有134项软件著作权和27项集成电路布图设计。CS125X较TI AFE4300有效精度达21.2、输出速率10-1280，支持0.1ohm动态人体阻抗及心率/HRV算法；压力触控为单芯片方案，面积6.2mm2、每通道功耗35uA@25Hz；CS1232与TI ADS1232主要精度指标基本一致。,133,64,64,0,6,13,8,11,18,8,26,0.40625,3,-23,2.71875,
688595_1208465054_glm4_dewrap_join_chunk_0006,688595,芯海科技,1208465054,6,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6033,5536,3719,3719,16,3719,214,215,"发行人MCU以8位为主，应用于消费电子，32位产品主要用于电源快充；CS32G020基于M0内核并内置USB PD3.0快充协议，较ST、赛普拉斯同类产品集成度更高、协议支持更全面且成本更低。公司采用Fabless模式，不自建产能，晶圆和成品芯片按预测备货并委托供应商生产。2019年营业收入25,840.64万元，经销收入占95.70%；2020年1-3月红外测温芯片及模组收入3,438.01万元，占主营业务收入61.07%。",107,98,98,0,7,18,24,26,20,3,23,0.23469387755102042,3,-20,2.438775510204082,
688595_1208465054_glm4_dewrap_join_chunk_0007,688595,芯海科技,1208465054,7,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5999,5422,3993,3993,16,3993,238,238,"报告期内公司销售以经销为主，前五大客户较稳定，主要客户包括西城微科、上海曜迅、全智芯、威盛康、鹏利达等，销售产品覆盖智慧健康芯片、压力触控芯片、工业测量芯片和通用微控制器芯片。2019年前五大客户销售额13,450.49万元，占52.05%；2020年1-3月前五大客户销售额2,318.49万元，占41.19%。西城微科2017-2019年销售额由1,966.56万元增至7,627.59万元，占比由12.00%升至29.52%，主要销售智慧健康芯片，终端为体重秤、体脂秤。",119,93,93,0,5,7,21,31,24,5,29,0.3118279569892473,3,-26,2.827956989247312,
688595_1208465054_glm4_dewrap_join_chunk_0008,688595,芯海科技,1208465054,8,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6052,5464,3784,3784,16,3784,225,225,"报告期内公司经销商数量随业务扩张而变化，2017年至2020年1-3月期末经销商分别为99家、120家、110家和75家，新增经销商主要来自产品种类和终端应用场景拓展。2019年上海曜迅退出，上年采购额3,052.37万元、占当期比例11.81%，系其终端客户上海斐讯经营异常并影响回款，公司自2018年7月起终止相关交易。公司采购以晶圆、封装测试和模块为主，2019年采购金额15,999.08万元，其中晶圆占58.22%、封装测试占31.41%。",113,88,88,0,4,10,24,25,21,4,25,0.2840909090909091,3,-22,2.6931818181818183,
688595_1208465054_glm4_dewrap_join_chunk_0009,688595,芯海科技,1208465054,9,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,4925,4240,3382,3382,16,3382,192,192,截至2020年3月31日，公司与生产经营相关租赁房屋包括深圳数码大厦办公场所、光明区富森大厦仓库及实验室、合肥和西安办公场地，并拥有前海世茂金融中心两处正在办理产权证的房产。公司已取得20项注册商标。发行人及子公司共拥有195项专利权，其中国内193项、境外2项，国内专利包括发明专利109项、实用新型84项，专利覆盖带隙基准、模数转换、MCU测试、压力触控、电能计量等芯片相关技术。,96,63,63,0,4,4,20,18,13,4,17,0.2698412698412698,3,-14,2.6984126984126986,
688595_1208465054_glm4_dewrap_join_chunk_0010,688595,芯海科技,1208465054,10,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5720,4937,3854,3854,16,3854,179,180,本段延续披露发行人境内专利清单，专利权人主要为芯海科技及合肥芯海，类型以发明专利为主，权利期限多覆盖至2033年至2037年，取得方式均为原始取得且无他项权利。专利内容集中于MCU仿真与测试、ADC及信号处理、压力触控、Type-C/USB PD、电源检测、低功耗电路、温度测试和芯片失效检测等方向，体现公司围绕核心芯片设计、测试验证和应用方案形成的技术储备。,90,64,64,0,2,1,17,25,16,3,19,0.296875,2,-17,2.953125,
688595_1208465054_glm4_dewrap_join_chunk_0011,688595,芯海科技,1208465054,11,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5205,4463,3580,3580,16,3580,185,186,本块列示芯海科技第101至158项境内实用新型专利，均为原始取得且无他项权利，申请时间覆盖2012年至2018年，权利期限多至2022年至2028年，涉及温度补偿、晶振、液晶显示、RC振荡、电源检测、电子秤主控、Σ-Δ ADC、Type-C、人体生理信号、称重传感、运算放大、阻抗测量、压力触控、凝霜检测、PD协议、SAR-ADC、智能跑道和人体成分分析等芯片及应用电路。,93,66,66,0,8,0,0,0,58,0,58,0.8787878787878788,1,-57,3.515151515151515,
688595_1208465054_glm4_dewrap_join_chunk_0012,688595,芯海科技,1208465054,12,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5791,5012,3954,3954,16,3954,234,234,芯海科技及合肥芯海列示第159至193项境内专利，包含低功耗高PSR带隙基准、传感器供电、信号检测、Type-C转换、血流动力学参数测量、芯片量产测试效率、高精度ADC基准电压校准、电容式触控按键检测标定、DAC/ADC积分器、压力按键防误触和电子秤节省功耗等专利，其中多项为发明专利。公司另有2项境外发明专利，分别为OFDM集群系统时延测量方法和压敏传感器阵列信号处理电路及方法；截至2020年3月31日，公司累计获得集成电路布图设计专有权27项，并拥有域名11项。,117,85,85,0,8,1,12,0,63,1,64,0.7529411764705882,2,-62,3.3176470588235296,
688595_1208465054_glm4_dewrap_join_chunk_0013,688595,芯海科技,1208465054,13,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,4501,3783,3172,3172,16,3172,160,160,截至2020年3月31日，公司登记计算机软件著作权134项，本块列示第1至63项，权利人主要为芯海科技，软件覆盖FlyWorks-Wifi、CSU-IDE、PCBA测试平台、快充移动电源、烧录器、集成开发环境、OKOK健康及智能秤应用、蓝牙体脂秤、称重电饭煲、压力触控模块、PD适配器、SD-ADC测试和通用测试UI等。,80,68,68,0,4,0,63,0,1,0,1,0.014705882352941176,1,0,1.911764705882353,
688595_1208465054_glm4_dewrap_join_chunk_0014,688595,芯海科技,1208465054,14,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5815,4991,3978,3978,16,3978,363,366,"公司软件著作权第64至134项覆盖计价秤、蓝牙电子秤、移动电源、充电器、烧录器、集成开发工具、人体秤、ADC评估、32位MCU配置、OKOK健康应用等，权利人包括芯海科技、合肥芯海、康柚健康和西安芯海。公司称其长期专注高精度ADC芯片设计研发，24位ADC产品有效位数最高达23.5位，并将高精度ADC、高精度基准源、人体阻抗测量、高可靠性MCU、Forcetouch AFE和蓝牙应用技术列为核心技术。其核心技术相关产品收入占比稳定在99%左右，2020年1-3月合计5,578.41万元、2019年25,473.17万元、2018年21,867.89万元、2017年16,326.75万元；正在研发高能效人机交互、智慧健康核心芯片和ARM Cortex-M 32位MCU项目，研发人员合计206人，经费投入5,635.83万元。",182,136,136,0,11,8,75,13,24,5,29,0.21323529411764705,3,-26,2.338235294117647,
688595_1208465054_glm4_dewrap_join_chunk_0015,688595,芯海科技,1208465054,15,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6397,5833,3933,3933,16,3933,362,363,公司高精度基准源通过2阶温度补偿、动态器件匹配等技术提升基准精度；人体阻抗测量技术覆盖测量电路、算法和整机应用，高集成芯片可同时测量阻抗和相位，人体阻抗测量精度达1%量级，相角测量精度达±0.5，测脂算法与DEXA相关系数达0.97，并支持0.1ohm动态阻抗、双脚心率/HRV、重心和平衡度测量。高可靠性MCU的ESD性能可达8KV、EFT性能达4KV；Forcetouch AFE采用高速低功耗SARADC架构，相关设计已被vivo、小米、魅族等采用；蓝牙应用技术将握手、透传、在线升级标准化，7-15天可完成蓝牙体脂秤方案开发。发行人压力触控芯片已应用于小米、vivo、魅族手机，核心技术相关产品收入占比约99%，并拥有高新技术企业、广东省物联网芯片开发与应用工程技术中心等资质及多项“中国芯”、深圳市科技进步奖等奖项。,181,61,61,0,7,10,4,10,24,6,30,0.4918032786885246,3,-27,2.8524590163934427,
688595_1208465054_glm4_dewrap_join_chunk_0016,688595,芯海科技,1208465054,16,16,results/glm4_dewrap_join_pilot50_20260705/chunks/688595_1208465054_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,1400,1324,735,735,16,735,226,226,"报告期内公司研发费用分别为4,019.66万元、4,115.69万元、5,108.61万元及2020年1-3月1,292.05万元，占营业收入比例约18.77%至24.52%，平均每年研发投入占比约20%。截至2020年3月末，公司技术研发人员135人，占员工总数62.79%，本科以上121人，占研发人员89.63%。截至报告期末，公司拥有6项核心技术、195项专利、134项软件著作权、27项集成电路布图设计，并通过专利与专有技术保密保护核心技术。",113,26,26,0,8,0,8,4,3,3,6,0.23076923076923078,3,-3,2.1153846153846154,
688221_1208597778_glm4_dewrap_join_chunk_0001,688221,前沿生物,1208597778,1,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688221_1208597778_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6780,6358,3876,3876,20,3876,240,242,发行人成立于2013年，主营创新药研发、生产和销售，聚焦长效多肽及HIV治疗，已上市核心产品为自主研发的国家一类新药艾可宁，并有艾可宁+3BNC117联合疗法、AB001等在研产品。艾可宁于2018年获批并销售，是中国首个治疗艾滋病原创新药、全球首个长效HIV融合抑制剂，需每周给药一次。公司截至签署日取得12项发明专利及1项专利家族授权许可，拥有GMP生产设施；艾博韦泰III期中期数据显示48周HIV RNA＜50 copies/ml受试者比例为80.4%，高于对照组66.0%。,120,61,61,0,6,9,10,17,14,5,19,0.3114754098360656,3,-16,2.639344262295082,
688221_1208597778_glm4_dewrap_join_chunk_0002,688221,前沿生物,1208597778,2,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688221_1208597778_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6574,6124,3970,3970,20,3970,275,275,"艾可宁具有广谱抗HIV活性、长效注射、安全性较高及药物相互作用小等特点，人体半衰期11至12天，III期说明书列示的不良反应以轻中度为主。商业化方面，截至2020年6月30日，艾可宁已在全国24个省、52个城市、70家HIV定点治疗医院及60个DTP药房销售，并在24个国家启动注册准备。公司取得3BNC117全球开发、制造及销售权，将其与艾可宁组成全注射长效联合疗法，拟每2周至4周给药一次；该疗法美国维持治疗II期试验计划入组80例，多重耐药适应症于2019年获FDA快速通道认定，截至2020年6月30日临床试验累计投入13,869.96万元。",138,69,69,0,5,12,13,21,14,4,18,0.2608695652173913,3,-15,2.5652173913043477,
688221_1208597778_glm4_dewrap_join_chunk_0003,688221,前沿生物,1208597778,3,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688221_1208597778_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7261,6802,3972,3972,20,3972,286,286,"公司获授AB001在大中华区开发及商业化独家许可，并掌握其药物活性成分、制剂配方及工艺技术。AB001美国II期临床在9个中心治疗近150例慢性腰背痛患者，数据显示相对安慰剂更有效缓解疼痛并达到统计意义终点；公司于2019年获中国临床批文，2020年3月完成中国桥接I期且达到预设终点。截至2020年6月30日，公司累计投入613.25万元购买AB001中国专利和商业化权利，累计投入4,258.10万元用于临床试验。报告期内营业收入主要来自艾可宁，2019年主营业务收入2,086.00万元，2020年1-6月主营业务收入659.41万元，艾可宁为目前唯一主营收入来源。",143,82,82,0,7,11,19,27,14,4,18,0.21951219512195122,4,-14,2.5121951219512195,
688221_1208597778_glm4_dewrap_join_chunk_0004,688221,前沿生物,1208597778,4,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688221_1208597778_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7163,6828,3994,3994,20,3994,263,263,"公司艾可宁制剂主要由自建乾德路生产基地生产，该基地通过GMP认证及环评审查，现有制剂产能18万支/年，并拟募投建设一期年产250万支、总投资16,287万元的注射用HIV融合抑制剂项目。公司掌握3BNC117和AB001制备工艺核心技术，临床研发阶段两者均委托CMO生产。销售方面，公司设创新医疗事业部负责国内学术推广、市场准入和渠道建设，海外业务部负责注册、合作伙伴和销售开拓；艾可宁采取经销商、DTP药房及直销模式。公司成立以来专注新药研发，2018年8月首款新药上市，报告期内主营业务、主要产品和经营模式未发生重大变化。",132,95,95,0,9,22,25,25,12,2,14,0.14736842105263157,4,-10,2.1578947368421053,
688221_1208597778_glm4_dewrap_join_chunk_0005,688221,前沿生物,1208597778,5,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688221_1208597778_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7261,6917,3994,3994,20,3994,129,129,发行人所处行业为医药制造业，业务涉及中国及美国临床试验和中国市场销售，未来海外销售需依据当地法规开展。文本主要列示中国药品注册、临床试验、知识产权保护、MAH、生产许可、流通和集中采购等监管制度，以及FDA临床和上市审查规则，未新增发行人核心经营或技术事实。,65,54,54,0,8,39,5,2,0,0,0,0.0,2,2,1.0185185185185186,
688221_1208597778_glm4_dewrap_join_chunk_0006,688221,前沿生物,1208597778,6,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688221_1208597778_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6793,6393,3989,3989,20,3989,152,152,发行人自主研发抗艾滋病新药，受国家创新药、抗HIV药物优先审评审批及重大传染病防治政策支持。2018年我国政府免费抗HIV药物采购金额14.93亿元，免费治疗体系覆盖全部省级行政区。国内HIV感染人数由2013年80.9万人增至2018年125万人，性传播占90%以上，抗病毒治疗和新药需求仍有增长空间。,76,58,58,0,6,39,4,5,4,0,4,0.06896551724137931,3,-1,1.3448275862068966,
688221_1208597778_glm4_dewrap_join_chunk_0007,688221,前沿生物,1208597778,7,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688221_1208597778_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6452,5956,3999,3999,20,3999,180,180,发行人已上市的艾可宁属于进入抑制剂中的融合抑制剂，是国内外处于临床后期或上市阶段的重要抗HIV研发方向之一。中国2018年抗HIV药物市场由2013年7.9亿元增至20.2亿元，预计2023年达49.6亿元；国家免费药物占2018年市场约74%。医保及自费市场预计由2019年7.8亿元增至2023年21.9亿元，占整体约44%，为艾可宁等创新药提供市场空间。,90,62,62,0,4,43,5,4,5,1,6,0.0967741935483871,3,-3,1.4516129032258065,
688221_1208597778_glm4_dewrap_join_chunk_0008,688221,前沿生物,1208597778,8,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688221_1208597778_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5748,5251,3918,3918,20,3918,184,184,2018年中国HIV携带者约125万人，知情率、治疗率与病毒抑制率分别约68%、80%、91%，治疗患者和长期用药需求仍有增长空间。中国抗HIV药物市场2018年约20.2亿元，自费及医保市场合计5.3亿元、占26%；前五大药物克力芝、施多宁、爱迪、倍信、纳信得合计占66.4%。现有主流药物多为作用机制较老的仿制品，患者对便利性、安全性和新机制药物的差异化需求上升。,92,57,57,0,4,31,6,6,8,2,10,0.17543859649122806,3,-7,1.8070175438596492,
