category,term,raw_term,source
innovation_result,全国创新大赛,全国创新大赛,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,全国质量创新大赛,全国质量创新大赛,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,创新大奖,创新大奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,创新技术奖,创新技术奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,德国红点奖,德国红点奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,电力创新奖,电力创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发明与创业奖,发明与创业奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发明展览会金奖,发明展览会金奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发明展览会银奖,发明展览会银奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发明展览会铜奖,发明展览会铜奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发明展金奖,发明展金奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发明展银奖,发明展银奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发明展铜奖,发明展铜奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,高工金球奖,高工金球奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,工业大奖,工业大奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,工业博览会创新奖,工业博览会创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,工业博览会创新金奖,工业博览会创新金奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,工业博览会创新银奖,工业博览会创新银奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,工业博览会创新铜奖,工业博览会创新铜奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,菲迪克奖,菲迪克奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,工艺创新奖,工艺创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,行业技术革新奖,行业技术革新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,大数据优秀产品,大数据优秀产品,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,机械工业杰出产品,机械工业杰出产品,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国信息化（智慧公安）最佳实践奖,中国信息化（智慧公安）最佳实践奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,优质工程创新奖,优质工程创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,红顶大奖,红顶大奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术发明奖,技术发明奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术进步奖,技术进步奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术开发奖,技术开发奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,应用创新奖,应用创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,杰出创新奖,杰出创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,优秀创新奖,优秀创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,杰出技术先成果锋奖,杰出技术先成果锋奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技创新奖,科技创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技创新特别奖,科技创新特别奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技发明奖,科技发明奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技进步奖,科技进步奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科学技术奖,科学技术奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术标准优秀奖,技术标准优秀奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,公交车性能评价赛,公交车性能评价赛,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术杰出奖,技术杰出奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,鲁班奖,鲁班奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,品类卓越奖,品类卓越奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,品类新锐奖,品类新锐奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,人工智能产品奖,人工智能产品奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国智慧城市发展十周年优秀方案,中国智慧城市发展十周年优秀方案,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,人民匠心产品奖,人民匠心产品奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,人民匠心技术奖,人民匠心技术奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国工程机械年度产品TOP50,中国工程机械年度产品TOP50,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,创新典范TOP10,创新典范TOP10,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,创新价值OTC品种,创新价值OTC品种,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国创新方法大赛,中国创新方法大赛,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,省部级科技奖,省部级科技奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计大奖,设计大奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计奖,设计奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计优秀奖,设计优秀奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计表扬奖,设计表扬奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,五个一工程奖,五个一工程奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,优秀软件产品奖,优秀软件产品奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,仪器奖,仪器奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,显示产品奖,显示产品奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,詹天佑奖,詹天佑奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新游奖,新游奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,金钻榜,金钻榜,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,黑石奖,黑石奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,云游杯,云游杯,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,金翎奖,金翎奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,金陀螺奖,金陀螺奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,金苹果奖,金苹果奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,金鹏奖,金鹏奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,金猪奖,金猪奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,游鼎奖,游鼎奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,金狗奖,金狗奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,金勾奖,金勾奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,红顶奖,红顶奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,紫金创新奖,紫金创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,智能终端大奖,智能终端大奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国暖通科技奖,中国暖通科技奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国设计红星奖,中国设计红星奖,Cheng_Xinsheng_et_al_2022_Table_1
