custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,Redundancy_chunk_proxy_w99,Redundancy_chunk_glm4_w99,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target,source_glm_batch,source_dir,source_shard
688122_1206452543_glm4_dewrap_join_chunk_0017,688122,西部超导,1206452543,17,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,821,797,443,443,17,443,103,103,公司对研发成果和核心技术进行严格分类管理，通过专利和商业密级保护技术，并定期进行保密培训。公司持续加大研发投入，经费来自国家和自筹两部分，分别用于国家急需材料攻关和市场需求产品开发。公司不存在境外经营情况。,52,12,12,0,3,5,2,1,1,0,1,0.0833333333333333,3,2,1.3333333333333333,,56,52,56,8.51923076923077,7.910714285714286,,,58,23,130.9255079006772,51.918735891647856,glm100,glm4_dewrap_join_first_batch25_20260706,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0001,688188,柏楚电子,1206491567,1,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7073,6603,3978,3978,18,3978,191,191,公司是从事激光切割控制系统研发、生产和销售的高新技术企业，为激光加工提供自动化控制解决方案。公司主营业务包括随动控制系统、板卡控制系统、总线控制系统及其他配套产品，产品谱系丰富，满足客户多样化需求。报告期内，随动系统收入占比最高，达48.79%。公司采用直销模式，主要客户为激光设备制造商。公司已承担多项国家技术创新基金项目，技术水平获得肯定。公司是细分行业龙头企业，客户群体稳定。,96,68,68,0,18,22,12,10,4,2,6,0.088235294117647,6,0,1.5,,98,96,98,41.4375,40.59183673469388,,,105,41,26.395173453996986,10.306686777275011,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0002,688188,柏楚电子,1206491567,2,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7158,6684,3989,3989,18,3989,129,129,公司研发的软件主要用于激光切割设备的运动控制，受激光行业政策影响较大。激光加工技术广泛应用于工业制造等领域，具有高精度、低能耗等优势。全球激光加工行业保持快速增长，中国市场需求旺盛，激光设备销售收入持续增长。公司所处光纤激光切割设备控制系统细分领域前景广阔。,65,60,60,0,15,30,10,3,2,0,2,0.0333333333333333,4,2,1.1166666666666667,,64,65,64,61.36923076923077,62.328125,,,84,22,21.05790925043871,5.515166708448232,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0003,688188,柏楚电子,1206491567,3,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7396,7014,3984,3984,18,3984,238,238,高功率激光切割设备销量预计2018年达6000台。2017年中国激光设备市场总规模超442亿元，其中激光切割设备占46%。国产激光切割机技术向更高功率、精度、幅面发展。运动控制系统是自动化机械核心，决定设备精度和效率。2017年全球运动控制系统市场规模112.8亿美元，中国市场规模62.46亿元。中低功率激光切割控制系统国产已基本实现进口替代，前三家企业市场占有率约90%，其中柏楚电子占60%。公司成为国内第一的高功率激光切割控制系统生产商，占据国产高功率市场10%份额。,119,62,62,0,24,18,10,6,3,1,4,0.064516129032258,6,2,1.1774193548387095,,129,119,129,33.47899159663866,30.88372093023256,,,74,27,18.57429718875502,6.77710843373494,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0004,688188,柏楚电子,1206491567,4,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6879,6464,3817,3817,18,3817,202,202,激光切割运动控制系统是整机设备核心部件，更换存在技术风险。行业存在人才壁垒，龙头公司对人才吸引力强。激光运动控制系统行业毛利率较高，2016年至2017年平均毛利率为73.03%和73.77%。公司在中低功率激光切割控制系统领域市场占有率第一，2018年市场占有率达55.63%。公司活跃客户占行业客户总数约60%。公司高功率激光切割控制系统技术指标和使用性能为国内领先水平，几乎占据国产高功率市场份额。,101,49,49,0,8,18,10,7,4,2,6,0.1224489795918367,6,0,1.7346938775510203,,105,101,105,37.79207920792079,36.352380952380955,,,87,19,22.792769190463716,4.977731202515065,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0005,688188,柏楚电子,1206491567,5,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6906,6581,3848,3848,18,3848,293,293,柏楚电子已满足高功率激光切割控制系统技术要求，其CypNest软件性能不输国外同类产品，并开发了6KW高功率实验样机，为25mm厚度以内碳钢、不锈钢提供切割工艺。公司高功率业务收入快速增长，2017年至2018年分别同比增长98.35%和23.06%。公司拥有稳定研发团队，研发人员占比51.23%，硕士及以上学历占比24.07%。公司已搭建6KW高功率激光切割实验平台，推进高功率技术研发，并与多家激光器厂商、设备厂商合作，共同研究工艺。公司在中低功率领域树立品牌地位，有助于高功率市场拓展。报告期内，公司主要产品产销率较高，板卡系统产销率在94%以上，随动系统产销率在100%以上。,147,54,54,0,12,15,10,8,6,3,9,0.1666666666666666,6,-3,1.8148148148148149,,169,147,169,26.17687074829932,22.76923076923077,,,140,46,36.38253638253639,11.954261954261955,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0006,688188,柏楚电子,1206491567,6,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6372,5790,3963,3963,18,3963,197,197,公司主营业务收入中，随动系统占比最高，2018年达48.79%；板卡系统次之，占比42.11%。公司主要客户为激光切割设备制造商，前五大客户销售占比2018年为24.19%，不存在单一客户依赖。公司主要原材料为芯片、印刷电路板等，2018年芯片采购金额占采购总额25.04%。公司使用的FPGA芯片和ARM芯片依赖进口，其他芯片已实现国产替代。公司对进口芯片存在一定依赖，但整体供应商结构分散。,99,48,48,0,10,15,12,6,4,1,5,0.1041666666666666,5,0,1.625,,112,99,112,40.03030303030303,35.38392857142857,,,46,11,11.6073681554378,2.7756749936916476,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0007,688188,柏楚电子,1206491567,7,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6466,5806,3982,3982,18,3982,276,276,"公司报告期内采购原材料金额逐年上升，2018年采购总额为4,383.67万元。主要原材料包括芯片、附件类、半成品类和配件类，采购单价略有上升。公司前五大供应商采购金额占采购总额比例在33.19%至41.51%之间，其中宣威电子（上海）有限公司、上海炳灿电子科技有限公司等为主要供应商。公司外协加工费用占营业成本比例高于同行业可比公司维宏股份，主要系公司外协工序更多、单位产品加工量更大、外协生产涉及的品类较多、工艺更加复杂、合作模式不同以及人工、时间成本提升等因素导致。2018年外协采购金额为1,325.27万元，主要外协内容为焊接、线束加工和打胶。",138,58,58,0,10,15,12,10,8,3,11,0.1896551724137931,6,-5,2.0,,168,138,168,28.855072463768117,23.702380952380953,,,45,13,11.300853842290309,3.264691109994977,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0008,688188,柏楚电子,1206491567,8,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6626,6005,3990,3990,18,3990,234,234,2016年至2018年，公司前五大外协供应商采购金额占外协总采购额的94.69%至100%，其中上海威强电工业电脑有限公司、上海乔点电子科技有限公司和上海倍研电子有限公司为主要供应商。公司外协采购主要由PCBA和线束两部分组成，市场处于充分竞争状态，价格透明度高。公司委外加工PCBA部分的成本主要依据产品的焊点数量及焊接难易程度确定，线束部分的成本主要依据线束的材质、长度、芯数及加工难易程度确定。报告期内，公司外协厂商组成较为稳定，外协厂商变动是正常生产经营需要。,117,46,46,0,12,15,8,7,3,1,4,0.0869565217391304,5,1,1.5,,138,117,138,34.1025641025641,28.91304347826087,,,78,12,19.548872180451127,3.0075187969924815,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0009,688188,柏楚电子,1206491567,9,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6434,5919,3908,3908,18,3908,231,231,"公司外协生产主要包括焊接、线束加工和打胶，2018年外协成本达1,039.57万元，占营业成本22.51%。主要外协厂商包括上海威强电工业电脑有限公司、上海乔点电子科技有限公司等，2018年采购金额合计1,325.27万元。公司建立了严格的质量管理和控制体系，配备开、闭环测试设备等检测设备，未出现外协质量问题。公司外协部分主要为流程性加工工序，技术含量较低，核心技术由公司掌握，外协加工不影响业务独立性。公司与主要外协厂商签订保密协议，报告期内未发生技术泄密。",116,47,47,0,15,12,8,7,4,1,5,0.1063829787234042,5,0,1.4893617021276595,,137,116,137,33.689655172413794,28.525547445255473,,,71,31,18.167860798362337,7.932446264073694,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0010,688188,柏楚电子,1206491567,10,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5812,5024,3910,3910,18,3910,168,168,"公司固定资产主要包括电子设备、专用设备、运输设备、办公设备和生产工具，均与日常经营活动直接相关，无瑕疵或纠纷。报告期末，公司固定资产原值10,884.63万元，账面价值6,092.40万元，财务成新率55.97%。公司无自有房产，主要租赁生产、研发及办公场所，租金价格公允。公司拥有35项已注册商标，用于激光切割设备控制系统研发和生产。",84,54,54,0,0,0,0,0,0,0,0,0.0,0,0,,,98,84,98,46.54761904761905,39.89795918367347,,,31,13,7.928388746803069,3.3248081841432224,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0011,688188,柏楚电子,1206491567,11,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5481,4941,3506,3506,18,3506,184,184,公司拥有18项专利和34项软件著作权，包括数字式闭环控制电容调高系统、激光切割路径优化方法等核心技术专利，以及CutMax激光切割软件、CypCut激光切割软件等关键软件著作权。公司通过专利申请、软件著作权登记、技术保密制度、与核心技术人员签订保密及竞业限制协议等方式保护知识产权。产品以嵌入式软件形式销售，采用多种加密方式防止破解，如基于数据库的嵌入式系统加密方法。,92,70,70,0,54,0,0,0,16,0,16,0.2285714285714285,3,-13,0.9142857142857144,,98,92,98,38.108695652173914,35.775510204081634,,,92,49,26.2407301768397,13.976041072447234,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0012,688188,柏楚电子,1206491567,12,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6634,6158,3981,3981,18,3981,209,213,柏楚电子拥有多项软件著作权，包括 TubesT-Lite 三维套料软件、BCS100 调高控制软件、CypCut 激光控制软件等，全部权利均通过原始取得。公司研发部门是核心部门，截至2018年底拥有83名研发人员，占比51.23%。公司核心技术人员包括代田田、卢琳、谢淼等，研发方向涵盖CAD、CAM、NC、嵌入式软件等。公司实行储备一代、研发一代、销售和维护一代的策略，采用IPD和敏捷开发模式，并建立了完善的研发内控制度。,105,58,58,0,12,15,10,12,7,2,9,0.1551724137931034,5,-4,1.8793103448275863,,126,105,126,37.91428571428571,31.595238095238095,,,304,141,76.3627229339362,35.41823662396383,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0013,688188,柏楚电子,1206491567,13,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6861,6380,3928,3928,18,3928,293,293,公司研发人员83人，占员工总数51.23%，研发投入逐年增加，占营业收入比重在11%左右。公司完整掌握激光切割控制系统所需的CAD、CAM、NC、传感器和硬件设计五大类关键技术，并研发了CypNest软件、CypCut专业激光切割软件、FSCUT系列激光切割控制系统、BCS100电容调高器等软件产品，形成了一套激光切割整体解决方案。公司在CAD技术领域实现了图纸读取成功率和读取速度超出行业平均水平，在CAM技术领域集成了几乎所有可能的激光加工工艺，在NC技术领域开发了ASBO速度规划算法，实现高精度伺服控制。公司已取得18项专利，其中包括11项发明专利，另有32项专利正在申请中。,147,54,54,0,10,12,8,10,10,4,14,0.2592592592592592,6,-8,2.185185185185185,,155,147,155,26.72108843537415,25.34193548387097,,,187,72,47.60692464358452,18.329938900203665,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0014,688188,柏楚电子,1206491567,14,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6550,6037,3852,3852,18,3852,247,247,柏楚电子拥有多项核心专利技术，包括数字式闭环控制电容调高系统、激光切割路径优化方法等，这些技术实现了切割高度的高精度快速响应和切割路径的优化。公司核心技术权属清晰，通过自主研发和保密协议保护技术成果。公司核心技术成熟且在国内国际均具有较强竞争力，专有的核心技术已应用在主要产品中。公司完整掌握激光切割控制系统研发所需的CAD、CAM、NC、传感器技术和硬件设计技术五大类关键技术，形成了易用、高效、稳定的激光切割整体解决方案。公司产品更新较快，软件更新周期为3至6个月，保证了产品的技术领先性。,124,60,60,0,15,18,12,8,5,2,7,0.1166666666666666,6,-1,1.6,,132,124,132,31.06451612903226,29.181818181818183,,,197,63,51.14226375908619,16.355140186915886,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0015,688188,柏楚电子,1206491567,15,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6881,6478,3972,3972,18,3972,251,251,柏楚电子掌握激光切割控制系统研发所需的五大类关键技术，产品在技术指标和兼容性上优于竞争对手，具有直接竞争能力。公司中低功率激光切割控制系统定价高于国内竞争对手，高功率产品定价略低于国际厂商。公司产品广泛应用于轨道机车、船舶、汽车零部件制造等金属切割行业，标准化程度高，不针对单一客户定制开发。公司技术储备和研发项目围绕激光切割领域，包括高功率切割系统、智能传感器控制系统、三维管材切割系统等，旨在提升市场份额和竞争力。公司产品价格在报告期内波动较小，中低功率产品定价能力强，高功率产品根据竞争对手定价。,126,60,60,0,10,15,12,10,10,3,13,0.2166666666666666,6,-7,2.066666666666667,,134,126,134,31.52380952380953,29.64179104477612,,,107,34,26.938569989929505,8.559919436052366,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0016,688188,柏楚电子,1206491567,16,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7096,6666,3958,3958,18,3958,259,259,柏楚电子自主开发CAD、CAM软件，分为嵌入控制系统销售的CypCut、HypCut等三合一软件，以及单独销售的CypNest、Tubest排样软件。公司三合一软件已累计销售超5万台设备，专业客户约1500个。公司软件可替代AutoCAD等主流设计软件进行简单图纸设计，在管材切割和非标门领域实现完全替代，提升效率。公司在中低功率激光切割控制系统市场占有率约60%，高功率市场占有率约10%，技术水平与德国倍福、PA相当。公司拥有10项发明专利，掌握激光切割全流程关键技术，是全球超快激光控制系统最具竞争力的厂商之一。,130,58,58,0,12,15,10,10,8,3,11,0.1896551724137931,6,-5,1.9310344827586208,,141,130,141,30.446153846153845,28.0709219858156,,,105,52,26.52854977261243,13.137948458817585,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0017,688188,柏楚电子,1206491567,17,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7042,6619,3990,3990,18,3990,318,318,"柏楚电子的核心技术产品包括随动控制系统、板卡控制系统和总线控制系统，报告期内销售收入占营业收入比例分别为96.86%、95.04%和93.06%。公司已与国内主要高功率激光切割设备厂商如大族激光、华工科技等建立业务合作，2018年来自这些厂商的营业收入合计885.1万元，占公司高功率业务收入的64.17%。公司高功率控制系统业务收入持续增长，2016年至2018年分别为559.69万元、1,110.14万元和1,366.13万元。公司已立项开发半开放式系统平台以满足客户二次开发需求，并计划通过IPO募投项目新增FSCUT6000系列产品。公司在中功率激光切割控制系统市场已奠定龙头地位，高功率产品技术指标和使用性能为国内领先水平。",159,52,52,0,10,15,12,8,5,2,7,0.1346153846153846,6,-1,1.7884615384615383,,177,159,177,25.09433962264151,22.54237288135593,,,130,44,32.581453634085214,11.027568922305765,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688188_1206491567_glm4_dewrap_join_chunk_0018,688188,柏楚电子,1206491567,18,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5839,5467,3313,3313,18,3313,231,231,发行人已掌握高速、高加速度下任意轨迹均匀打点成丝切割技术和高精度运动控制算法，推出FSCUT7000精密加工系统，用于玻璃盖板、LCD屏及OLED柔性屏的成丝切割。公司正在研发无限幅面振镜控制技术和多目视觉测量技术，以拓展半导体等高精度加工领域。募投项目完成后，将开发脆薄性材料激光成丝切割系统和脆薄性材料激光裂片系统，达产后年产能1万套，年销售额约3.65亿元。公司研发投入占销售收入比重保持在10%以上，已建立完善的质量控制体系，报告期内未发生重大质量纠纷。,116,60,60,0,15,18,12,8,5,2,7,0.1166666666666666,6,-1,1.6,,143,116,143,28.560344827586206,23.167832167832167,,,135,71,40.74856625415032,21.430727437367945,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688116_1206936843_glm4_dewrap_join_chunk_0001,688116,天奈科技,1206936843,1,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6587,6165,3992,3992,14,3992,233,233,公司主要从事纳米级碳材料研发、生产及销售，产品包括碳纳米管粉体、导电浆料、复合浆料和导电母粒等。公司客户涵盖比亚迪、CATL等国内一流锂电池企业，改变了我国锂电池导电剂依赖进口的局面。公司是中国最大的碳纳米管生产企业之一，主导制定了碳纳米管导电浆料国际标准。公司掌握的碳纳米管制备技术被SABIC认可并授权使用。公司第二代碳纳米管产品性能已处于国内领先地位，第三代产品进一步提升长径比和导电性能。报告期内，公司主营业务收入主要来自碳纳米管导电浆料，收入增长趋势良好。,117,65,65,0,12,18,15,10,8,2,10,0.1538461538461538,6,-4,1.8461538461538465,,135,117,135,34.11965811965812,29.57037037037037,,,65,38,16.28256513026052,9.519038076152306,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688116_1206936843_glm4_dewrap_join_chunk_0002,688116,天奈科技,1206936843,2,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6850,6342,3991,3991,14,3991,268,268,公司生产的碳纳米管导电母粒已完成与沙特基础工业（SABIC）、道达尔（Total）、科莱恩（Clariant）、普立万（Polyone）等世界知名化工企业的测试或研发送样。公司部分碳纳米管产品委托外部单位进行初步纯化，2019年1-6月委托加工量为185.38吨，自行初步纯化量为52.73吨。公司建立了严格的供应商管理流程，与江苏天华富邦等主要供应商建立长期战略合作关系。公司采取以销定产结合需求预测的生产模式，主要产品碳纳米管粉体的生产周期一般为5天，部分高端产品为20-30天。公司客户为比亚迪、ATL、CATL等锂电池生产企业。,134,54,54,0,10,15,12,10,5,2,7,0.1296296296296296,6,-1,1.8333333333333333,,156,134,156,29.78358208955224,25.583333333333332,,,60,34,15.033826108744677,8.51916812828865,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688116_1206936843_glm4_dewrap_join_chunk_0003,688116,天奈科技,1206936843,3,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6838,6386,3998,3998,14,3998,249,249,公司采用直销为主、经销为辅的销售模式，客户需经过严格评估认证后才能成为合格供应商。报告期经销收入主要来自贵州富纳源创等7家经销商，2019年1-6月合计901.99万元。公司与比亚迪曾采用净额法合作，因比亚迪NMP需求增加于2018年终止。公司主营业务为纳米级碳材料研发生产，主要产品包括碳纳米管粉体、导电浆料等，应用于锂电池等领域。公司生产过程产生少量污染物，已配备充足处理设施。公司所处行业为国家重点发展的新材料、新能源产业，受国家发改委、工信部监管，受益于多项新材料和新能源汽车产业政策支持。,125,62,62,0,15,22,10,8,5,2,7,0.1129032258064516,6,-1,1.5483870967741935,,143,125,143,31.984,27.958041958041957,,,79,41,19.759879939969984,10.25512756378189,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688116_1206936843_glm4_dewrap_join_chunk_0004,688116,天奈科技,1206936843,4,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6911,6475,3987,3987,14,3987,182,182,公司碳纳米管导电母粒产品应用于锂电池领域，并拓展至导电塑料。全球新能源汽车市场快速发展，预计2023年产量达887.5万辆，五年复合增长率35.8%。中国作为最大新能源汽车市场，预计2023年产量突破500万辆。碳纳米管导电浆料在动力锂电池领域渗透率逐年上升，预计2023年达82.2%，需求量突破10万吨。公司产品已与日韩知名动力锂电池企业合作开发，并测试良好。,91,62,62,0,8,28,15,7,3,1,4,0.064516129032258,5,1,1.5483870967741935,,104,91,104,43.81318681318681,38.33653846153846,,,72,49,18.05869074492099,12.289942312515675,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688116_1206936843_glm4_dewrap_join_chunk_0005,688116,天奈科技,1206936843,5,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7003,6708,3976,3976,14,3976,266,266,公司预计2023年全球及中国数码电池用碳纳米管导电浆料市场产值分别达7.52亿元和3.15亿元。公司已研发三代碳纳米管产品，满足锂电池行业技术路线变化需求，第二代产品2018年销售额占比78.87%，第三代产品已实现销售收入248.42万元。公司专项研发的硅基负极用碳纳米管导电浆料产品已实现量产。公司建成年产750吨碳纳米管生产基地，是中国最大的碳纳米管生产企业之一。公司碳纳米管导电浆料产品2018年销售额及出货量均居行业首位。公司已与SABIC、Total等知名国际化工企业合作，拓展碳纳米管导电母粒产品在导电塑料领域的应用。,133,54,54,0,12,16,10,8,6,2,8,0.1481481481481481,6,-2,1.7407407407407407,,157,133,157,29.894736842105264,25.32484076433121,,,119,63,29.929577464788732,15.84507042253521,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
688116_1206936843_glm4_dewrap_join_chunk_0006,688116,天奈科技,1206936843,6,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6656,6203,3999,3999,14,3999,213,213,公司碳纳米管导电浆料产品销售额在报告期内处于行业领先地位，市场占有率较高。公司客户资源优质，ATL、CATL等一流锂电池生产企业均采购公司产品。公司碳纳米管产品第二代及第三代技术指标处于行业领先水平，产品性能具备竞争优势。公司碳纳米管导电浆料产品产能高于同行业可比公司，具有产能优势。公司拥有8项发明专利及16项实用新型专利，研发团队实力雄厚，产学研合作完善。公司碳纳米管导电浆料产品被认定为江苏省高新技术产品，行业地位领先。,107,62,62,0,12,15,10,12,9,4,13,0.2096774193548387,6,-7,2.0483870967741935,,118,107,118,37.373831775700936,33.889830508474574,,,155,74,38.75968992248062,18.504626156539135,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard2_20260707
